"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"tetanis","PTH","ENSG00000152266","This gene encodes a member of the parathyroid family of proteins. The encoded preproprotein is proteolytically processed to generate a protein that binds to the parathyroid hormone/parathyroid hormone-related peptide receptor and regulates blood calcium and phosphate levels. Excess production of the encoded protein, known as hyperparathyroidism, can result in hypercalcemia and kidney stones. On the other hand, defective processing of the encoded protein may lead to hypoparathyroidism, which can result in hypocalcemia and numbness. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]","                                            PTH (Parathyroid Hormone) is a Protein Coding gene.                                            Diseases associated with PTH include Hypoparathyroidism, Familial Isolated, 1 and Familial Isolated Hypoparathyroidism.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and peptide hormone receptor binding.                                            ","PTH elevates calcium level by dissolving the salts in bone and preventing their renal excretion. Stimulates [1-14C]-2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblastic cells.
                         PTHY_HUMAN,P01270
                         ","Thu Sep 03 13:58:28 2020"
"tetanis","CLDN16","ENSG00000113946","Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. It is found primarily in the kidneys, specifically in the thick ascending limb of Henle, where it acts as either an intercellular pore or ion concentration sensor to regulate the paracellular resorption of magnesium ions. Defects in this gene are a cause of primary hypomagnesemia, which is characterized by massive renal magnesium wasting with hypomagnesemia and hypercalciuria, resulting in nephrocalcinosis and renal failure. This gene and the CLDN1 gene are clustered on chromosome 3q28. [provided by RefSeq, Jun 2010]","                                            CLDN16 (Claudin 16) is a Protein Coding gene.                                            Diseases associated with CLDN16 include Hypomagnesemia 3, Renal and Primary Hypomagnesemia.                                            Among its related pathways are Blood-Brain Barrier and Immune Cell Transmigration: VCAM-1/CD106 Signaling and Pathogenic Escherichia coli infection.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and magnesium ion transmembrane transporter activity.                                            An important paralog of this gene is CLDN9.","Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium-independent cell-adhesion activity. Involved in paracellular magnesium reabsorption. Required for a selective paracellular conductance. May form, alone or in partnership with other constituents, an intercellular pore permitting paracellular passage of magnesium and calcium ions down their electrochemical gradients. Alternatively, it could be a sensor of magnesium concentration that could alter paracellular permeability mediated by other factors.
                         CLD16_HUMAN,Q9Y5I7
                         ","Thu Sep 03 13:58:29 2020"
"tetanis","TRPM6","ENSG00000119121","This gene is predominantly expressed in the kidney and colon, and encodes a protein containing an ion channel domain and a protein kinase domain. It is crucial for magnesium homeostasis, and plays an essential role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Mutations in this gene are associated with hypomagnesemia with secondary hypocalcemia. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Apr 2010]","                                            TRPM6 (Transient Receptor Potential Cation Channel Subfamily M Member 6) is a Protein Coding gene.                                            Diseases associated with TRPM6 include Hypomagnesemia 1, Intestinal and Primary Hypomagnesemia.                                            Among its related pathways are Mineral absorption and CREB Pathway.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and ion channel activity.                                            An important paralog of this gene is TRPM7.","Essential ion channel and serine/threonine-protein kinase. Crucial for magnesium homeostasis. Has an important role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Isoforms of the type M6-kinase lack the ion channel region.
                         TRPM6_HUMAN,Q9BX84
                         ","Thu Sep 03 13:58:30 2020"
"alcohol","ADH1B","ENSG00000196616","The protein encoded by this gene is a member of the alcohol dehydrogenase family. Members of this enzyme family metabolize a wide variety of substrates, including ethanol, retinol, other aliphatic alcohols, hydroxysteroids, and lipid peroxidation products. This encoded protein, consisting of several homo- and heterodimers of alpha, beta, and gamma subunits, exhibits high activity for ethanol oxidation and plays a major role in ethanol catabolism. Three genes encoding alpha, beta and gamma subunits are tandemly organized in a genomic segment as a gene cluster. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2013]","                                            ADH1B (Alcohol Dehydrogenase 1B (Class I), Beta Polypeptide) is a Protein Coding gene.                                            Diseases associated with ADH1B include Alcohol Dependence and Fetal Alcohol Syndrome.                                            Among its related pathways are Glucose metabolism and acetone degradation I (to methylglyoxal).                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and alcohol dehydrogenase activity, zinc-dependent.                                            An important paralog of this gene is ADH1C.","Catalyzes the NAD-dependent oxidation of all-trans-retinol and its derivatives such as all-trans-4-hydroxyretinol and may participate in retinoid metabolism (PubMed:15369820, PubMed:16787387). In vitro can also catalyzes the NADH-dependent reduction of all-trans-retinal and its derivatives such as all-trans-4-oxoretinal (PubMed:15369820, PubMed:16787387). Catalyzes in the oxidative direction with higher efficiency (PubMed:16787387). Has the same affinity for all-trans-4-hydroxyretinol and all-trans-4-oxoretinal (PubMed:15369820).
                         ADH1B_HUMAN,P00325
                         ","Thu Sep 03 14:02:01 2020"
"alcohol","ADH1C","ENSG00000248144","This gene encodes class I alcohol dehydrogenase, gamma subunit, which is a member of the alcohol dehydrogenase family. Members of this enzyme family metabolize a wide variety of substrates, including ethanol, retinol, other aliphatic alcohols, hydroxysteroids, and lipid peroxidation products. Class I alcohol dehydrogenase, consisting of several homo- and heterodimers of alpha, beta, and gamma subunits, exhibits high activity for ethanol oxidation to acetaldehyde, thus playing a major role in ethanol catabolism. Three genes encoding alpha, beta and gamma subunits are tandemly organized in a genomic segment as a gene cluster. An association between ADH1C polymorphism and alcohol dependence has not been established. [provided by RefSeq, Sep 2019]","                                            ADH1C (Alcohol Dehydrogenase 1C (Class I), Gamma Polypeptide) is a Protein Coding gene.                                            Diseases associated with ADH1C include Alcohol Dependence and Parkinson Disease, Late-Onset.                                            Among its related pathways are Glucose metabolism and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and alcohol dehydrogenase (NAD) activity.                                            An important paralog of this gene is ADH1B.","no summary","Thu Sep 03 14:02:02 2020"
"alcohol","ALDH2","ENSG00000111275","This protein belongs to the aldehyde dehydrogenase family of proteins. Aldehyde dehydrogenase is the second enzyme of the major oxidative pathway of alcohol metabolism. Two major liver isoforms of aldehyde dehydrogenase, cytosolic and mitochondrial, can be distinguished by their electrophoretic mobilities, kinetic properties, and subcellular localizations. Most Caucasians have two major isozymes, while approximately 50% of East Asians have the cytosolic isozyme but not the mitochondrial isozyme. A remarkably higher frequency of acute alcohol intoxication among East Asians than among Caucasians could be related to the absence of a catalytically active form of the mitochondrial isozyme. The increased exposure to acetaldehyde in individuals with the catalytically inactive form may also confer greater susceptibility to many types of cancer. This gene encodes a mitochondrial isoform, which has a low Km for acetaldehydes, and is localized in mitochondrial matrix. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, Nov 2016]","                                            ALDH2 (Aldehyde Dehydrogenase 2 Family Member) is a Protein Coding gene.                                            Diseases associated with ALDH2 include Alcohol Sensitivity, Acute and Alcohol Dependence.                                            Among its related pathways are Glucose metabolism and Neurotransmitter Clearance In The Synaptic Cleft.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and aldehyde dehydrogenase (NAD) activity.                                            An important paralog of this gene is ALDH1B1.","no summary","Thu Sep 03 14:02:03 2020"
"ibuprofen","PTGS2","ENSG00000073756","Prostaglandin-endoperoxide synthase (PTGS), also known as cyclooxygenase, is the key enzyme in prostaglandin biosynthesis, and acts both as a dioxygenase and as a peroxidase. There are two isozymes of PTGS: a constitutive PTGS1 and an inducible PTGS2, which differ in their regulation of expression and tissue distribution. This gene encodes the inducible isozyme. It is regulated by specific stimulatory events, suggesting that it is responsible for the prostanoid biosynthesis involved in inflammation and mitogenesis. [provided by RefSeq, Feb 2009]","                                            PTGS2 (Prostaglandin-Endoperoxide Synthase 2) is a Protein Coding gene.                                            Diseases associated with PTGS2 include Gastric Ulcer and Bursitis.                                            Among its related pathways are Neuroscience and GABAergic synapse.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and lipid binding.                                            An important paralog of this gene is PTGS1.","Dual cyclooxygenase and peroxidase in the biosynthesis pathway of prostanoids, a class of C20 oxylipins mainly derived from arachidonate, with a particular role in the inflammatory response (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593, PubMed:11939906, PubMed:19540099). The cyclooxygenase activity oxygenates arachidonate (AA, C20:4(n-6)) to the hydroperoxy endoperoxide prostaglandin G2 (PGG2), and the peroxidase activity reduces PGG2 to the hydroxy endoperoxide PGH2, the precursor of all 2-series prostaglandins and thromboxanes (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593). This complex transformation is initiated by abstraction of hydrogen at carbon 13 (with S-stereochemistry), followed by insertion of molecular O2 to form the endoperoxide bridge between carbon 9 and 11 that defines prostaglandins. The insertion of a second molecule of O2 (bis-oxygenase activity) yields a hydroperoxy group in PGG2 that is then reduced to PGH2 by two electrons (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593). Similarly catalyzes successive cyclooxygenation and peroxidation of dihomo-gamma-linoleate (DGLA, C20:3(n-6)) and eicosapentaenoate (EPA, C20:5(n-3)) to corresponding PGH1 and PGH3, the precursors of 1- and 3-series prostaglandins (PubMed:11939906, PubMed:19540099). In an alternative pathway of prostanoid biosynthesis, converts 2-arachidonoyl lysophopholipids to prostanoid lysophopholipids, which are then hydrolyzed by intracellular phospholipases to release free prostanoids (PubMed:27642067). Metabolizes 2-arachidonoyl glycerol yielding the glyceryl ester of PGH2, a process that can contribute to pain response (PubMed:22942274). Generates lipid mediators from n-3 and n-6 polyunsaturated fatty acids (PUFAs) via a lipoxygenase-type mechanism. Oxygenates PUFAs to hydroperoxy compounds and then reduces them to corresponding alcohols (PubMed:11034610, PubMed:11192938, PubMed:9048568, PubMed:9261177). Plays a role in the generation of resolution phase interaction products (resolvins) during both sterile and infectious inflammation (PubMed:12391014). Metabolizes docosahexaenoate (DHA, C22:6(n-3)) to 17R-HDHA, a precursor of the D-series resolvins (RvDs) (PubMed:12391014). As a component of the biosynthetic pathway of E-series resolvins (RvEs), converts eicosapentaenoate (EPA, C20:5(n-3)) primarily to 18S-HEPE that is further metabolized by ALOX5 and LTA4H to generate 18S-RvE1 and 18S-RvE2 (PubMed:21206090). In vascular endothelial cells, converts docosapentaenoate (DPA, C22:5(n-3)) to 13R-HDPA, a precursor for 13-series resolvins (RvTs) shown to activate macrophage phagocytosis during bacterial infection (PubMed:26236990). In activated leukocytes, contributes to oxygenation of hydroxyeicosatetraenoates (HETE) to diHETES (5,15-diHETE and 5,11-diHETE) (PubMed:22068350, PubMed:26282205). During neuroinflammation, plays a role in neuronal secretion of specialized preresolving mediators (SPMs) 15R-lipoxin A4 that regulates phagocytic microglia (By similarity).
                         PGH2_HUMAN,P35354
                         ","Thu Sep 03 14:03:57 2020"
"ibuprofen","PTGS1","ENSG00000095303","This is one of two genes encoding similar enzymes that catalyze the conversion of arachinodate to prostaglandin. The encoded protein regulates angiogenesis in endothelial cells, and is inhibited by nonsteroidal anti-inflammatory drugs such as aspirin. Based on its ability to function as both a cyclooxygenase and as a peroxidase, the encoded protein has been identified as a moonlighting protein. The protein may promote cell proliferation during tumor progression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]","                                            PTGS1 (Prostaglandin-Endoperoxide Synthase 1) is a Protein Coding gene.                                            Diseases associated with PTGS1 include Gastric Ulcer and Aspirin Resistance.                                            Among its related pathways are Neuroscience and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include heme binding and dioxygenase activity.                                            An important paralog of this gene is PTGS2.","Converts arachidonate to prostaglandin H2 (PGH2), a committed step in prostanoid synthesis. Involved in the constitutive production of prostanoids in particular in the stomach and platelets. In gastric epithelial cells, it is a key step in the generation of prostaglandins, such as prostaglandin E2 (PGE2), which plays an important role in cytoprotection. In platelets, it is involved in the generation of thromboxane A2 (TXA2), which promotes platelet activation and aggregation, vasoconstriction and proliferation of vascular smooth muscle cells.
                         PGH1_HUMAN,P23219
                         ","Thu Sep 03 14:03:58 2020"
"ibuprofen","ALB","ENSG00000163631","This gene encodes the most abundant protein in human blood. This protein functions in the regulation of blood plasma colloid osmotic pressure and acts as a carrier protein for a wide range of endogenous molecules including hormones, fatty acids, and metabolites, as well as exogenous drugs. Additionally, this protein exhibits an esterase-like activity with broad substrate specificity. The encoded preproprotein is proteolytically processed to generate the mature protein. A peptide derived from this protein, EPI-X4, is an endogenous inhibitor of the CXCR4 chemokine receptor. [provided by RefSeq, Jul 2016]","                                            ALB (Albumin) is a Protein Coding gene.                                            Diseases associated with ALB include Analbuminemia and Hyperthyroxinemia, Familial Dysalbuminemic.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and chaperone binding.                                            An important paralog of this gene is AFP.","Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017).
                         ALBU_HUMAN,P02768
                         ","Thu Sep 03 14:03:59 2020"
"aspirin","PTGS2","ENSG00000073756","Prostaglandin-endoperoxide synthase (PTGS), also known as cyclooxygenase, is the key enzyme in prostaglandin biosynthesis, and acts both as a dioxygenase and as a peroxidase. There are two isozymes of PTGS: a constitutive PTGS1 and an inducible PTGS2, which differ in their regulation of expression and tissue distribution. This gene encodes the inducible isozyme. It is regulated by specific stimulatory events, suggesting that it is responsible for the prostanoid biosynthesis involved in inflammation and mitogenesis. [provided by RefSeq, Feb 2009]","                                            PTGS2 (Prostaglandin-Endoperoxide Synthase 2) is a Protein Coding gene.                                            Diseases associated with PTGS2 include Gastric Ulcer and Bursitis.                                            Among its related pathways are Neuroscience and GABAergic synapse.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and lipid binding.                                            An important paralog of this gene is PTGS1.","Dual cyclooxygenase and peroxidase in the biosynthesis pathway of prostanoids, a class of C20 oxylipins mainly derived from arachidonate, with a particular role in the inflammatory response (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593, PubMed:11939906, PubMed:19540099). The cyclooxygenase activity oxygenates arachidonate (AA, C20:4(n-6)) to the hydroperoxy endoperoxide prostaglandin G2 (PGG2), and the peroxidase activity reduces PGG2 to the hydroxy endoperoxide PGH2, the precursor of all 2-series prostaglandins and thromboxanes (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593). This complex transformation is initiated by abstraction of hydrogen at carbon 13 (with S-stereochemistry), followed by insertion of molecular O2 to form the endoperoxide bridge between carbon 9 and 11 that defines prostaglandins. The insertion of a second molecule of O2 (bis-oxygenase activity) yields a hydroperoxy group in PGG2 that is then reduced to PGH2 by two electrons (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593). Similarly catalyzes successive cyclooxygenation and peroxidation of dihomo-gamma-linoleate (DGLA, C20:3(n-6)) and eicosapentaenoate (EPA, C20:5(n-3)) to corresponding PGH1 and PGH3, the precursors of 1- and 3-series prostaglandins (PubMed:11939906, PubMed:19540099). In an alternative pathway of prostanoid biosynthesis, converts 2-arachidonoyl lysophopholipids to prostanoid lysophopholipids, which are then hydrolyzed by intracellular phospholipases to release free prostanoids (PubMed:27642067). Metabolizes 2-arachidonoyl glycerol yielding the glyceryl ester of PGH2, a process that can contribute to pain response (PubMed:22942274). Generates lipid mediators from n-3 and n-6 polyunsaturated fatty acids (PUFAs) via a lipoxygenase-type mechanism. Oxygenates PUFAs to hydroperoxy compounds and then reduces them to corresponding alcohols (PubMed:11034610, PubMed:11192938, PubMed:9048568, PubMed:9261177). Plays a role in the generation of resolution phase interaction products (resolvins) during both sterile and infectious inflammation (PubMed:12391014). Metabolizes docosahexaenoate (DHA, C22:6(n-3)) to 17R-HDHA, a precursor of the D-series resolvins (RvDs) (PubMed:12391014). As a component of the biosynthetic pathway of E-series resolvins (RvEs), converts eicosapentaenoate (EPA, C20:5(n-3)) primarily to 18S-HEPE that is further metabolized by ALOX5 and LTA4H to generate 18S-RvE1 and 18S-RvE2 (PubMed:21206090). In vascular endothelial cells, converts docosapentaenoate (DPA, C22:5(n-3)) to 13R-HDPA, a precursor for 13-series resolvins (RvTs) shown to activate macrophage phagocytosis during bacterial infection (PubMed:26236990). In activated leukocytes, contributes to oxygenation of hydroxyeicosatetraenoates (HETE) to diHETES (5,15-diHETE and 5,11-diHETE) (PubMed:22068350, PubMed:26282205). During neuroinflammation, plays a role in neuronal secretion of specialized preresolving mediators (SPMs) 15R-lipoxin A4 that regulates phagocytic microglia (By similarity).
                         PGH2_HUMAN,P35354
                         ","Thu Sep 03 14:05:16 2020"
"aspirin","TBX21","ENSG00000073861","This gene is a member of a phylogenetically conserved family of genes that share a common DNA-binding domain, the T-box. T-box genes encode transcription factors involved in the regulation of developmental processes. This gene is the human ortholog of mouse Tbx21/Tbet gene. Studies in mouse show that Tbx21 protein is a Th1 cell-specific transcription factor that controls the expression of the hallmark Th1 cytokine, interferon-gamma (IFNG). Expression of the human ortholog also correlates with IFNG expression in Th1 and natural killer cells, suggesting a role for this gene in initiating Th1 lineage development from naive Th precursor cells. [provided by RefSeq, Jul 2008]","                                            TBX21 (T-Box Transcription Factor 21) is a Protein Coding gene.                                            Diseases associated with TBX21 include Asthma, Nasal Polyps, And Aspirin Intolerance and Asthma.                                            Among its related pathways are IL27-mediated signaling events and IL12 signaling mediated by STAT4.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and transcription regulatory region DNA binding.                                            An important paralog of this gene is EOMES.","Lineage-defining transcription factor which initiates Th1 lineage development from naive Th precursor cells both by activating Th1 genetic programs and by repressing the opposing Th2 and Th17 genetic programs (PubMed:10761931). Activates transcription of a set of genes important for Th1 cell function, including those encoding IFN-gamma and the chemokine receptor CXCR3. Activates IFNG and CXCR3 genes in part by recruiting chromatin remodeling complexes including KDM6B, a SMARCA4-containing SWI/SNF-complex, and an H3K4me2-methyltransferase complex to their promoters and all of these complexes serve to establish a more permissive chromatin state conducive with transcriptional activation (By similarity). Can activate Th1 genes also via recruitment of Mediator complex and P-TEFb (composed of CDK9 and CCNT1/cyclin-T1) in the form of the super elongation complex (SEC) to super-enhancers and associated genes in activated Th1 cells (PubMed:27292648). Inhibits the Th17 cell lineage commitment by blocking RUNX1-mediated transactivation of Th17 cell-specific transcriptinal regulator RORC. Inhibits the Th2 cell lineage commitment by suppressing the production of Th2 cytokines, such as IL-4, IL-5, and IL- 13, via repression of transcriptional regulators GATA3 and NFATC2. Protects Th1 cells from amplifying aberrant type-I IFN response in an IFN-gamma abundant microenvironment by acting as a repressor of type-I IFN transcription factors and type-I IFN-stimulated genes. Acts as a regulator of antiviral B-cell responses; controls chronic viral infection by promoting the antiviral antibody IgG2a isotype switching and via regulation of a broad antiviral gene expression program (By similarity).
                         TBX21_HUMAN,Q9UL17
                         ","Thu Sep 03 14:05:17 2020"
"aspirin","PTGS1","ENSG00000095303","This is one of two genes encoding similar enzymes that catalyze the conversion of arachinodate to prostaglandin. The encoded protein regulates angiogenesis in endothelial cells, and is inhibited by nonsteroidal anti-inflammatory drugs such as aspirin. Based on its ability to function as both a cyclooxygenase and as a peroxidase, the encoded protein has been identified as a moonlighting protein. The protein may promote cell proliferation during tumor progression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]","                                            PTGS1 (Prostaglandin-Endoperoxide Synthase 1) is a Protein Coding gene.                                            Diseases associated with PTGS1 include Gastric Ulcer and Aspirin Resistance.                                            Among its related pathways are Neuroscience and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include heme binding and dioxygenase activity.                                            An important paralog of this gene is PTGS2.","Converts arachidonate to prostaglandin H2 (PGH2), a committed step in prostanoid synthesis. Involved in the constitutive production of prostanoids in particular in the stomach and platelets. In gastric epithelial cells, it is a key step in the generation of prostaglandins, such as prostaglandin E2 (PGE2), which plays an important role in cytoprotection. In platelets, it is involved in the generation of thromboxane A2 (TXA2), which promotes platelet activation and aggregation, vasoconstriction and proliferation of vascular smooth muscle cells.
                         PGH1_HUMAN,P23219
                         ","Thu Sep 03 14:05:18 2020"
"tylenol","CYP2C9","ENSG00000138109","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and its expression is induced by rifampin. The enzyme is known to metabolize many xenobiotics, including phenytoin, tolbutamide, ibuprofen and S-warfarin. Studies identifying individuals who are poor metabolizers of phenytoin and tolbutamide suggest that this gene is polymorphic. The gene is located within a cluster of cytochrome P450 genes on chromosome 10q24. [provided by RefSeq, Jul 2008]","                                            CYP2C9 (Cytochrome P450 Family 2 Subfamily C Member 9) is a Protein Coding gene.                                            Diseases associated with CYP2C9 include Coumarin Resistance and Diaphragm Disease.                                            Among its related pathways are Valproic acid pathway and Statin Pathway - Generalized, Pharmacokinetics.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and heme binding.                                            An important paralog of this gene is CYP2C19.","A cytochrome P450 monooxygenase involved in the metabolism of various endogenous substrates, including fatty acids and steroids (PubMed:7574697, PubMed:9866708, PubMed:9435160, PubMed:12865317, PubMed:15766564, PubMed:19965576, PubMed:21576599). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (NADPH--hemoprotein reductase) (PubMed:7574697, PubMed:9866708, PubMed:9435160, PubMed:12865317, PubMed:15766564, PubMed:19965576, PubMed:21576599). Catalyzes the epoxidation of double bonds of polyunsaturated fatty acids (PUFA) (PubMed:7574697, PubMed:15766564, PubMed:19965576, PubMed:9866708). Catalyzes the hydroxylation of carbon-hydrogen bonds. Metabolizes cholesterol toward 25-hydroxycholesterol, a physiological regulator of cellular cholesterol homeostasis (PubMed:21576599). Exhibits low catalytic activity for the formation of catechol estrogens from 17beta-estradiol (E2) and estrone (E1), namely 2-hydroxy E1 and E2 (PubMed:12865317). Catalyzes bisallylic hydroxylation and hydroxylation with double-bond migration of polyunsaturated fatty acids (PUFA) (PubMed:9866708, PubMed:9435160). Also metabolizes plant monoterpenes such as limonene. Oxygenates (R)- and (S)-limonene to produce carveol and perillyl alcohol (PubMed:11950794). Contributes to the wide pharmacokinetics variability of the metabolism of drugs such as S-warfarin, diclofenac, phenytoin, tolbutamide and losartan (PubMed:25994031).
                         CP2C9_HUMAN,P11712
                         ","Thu Sep 03 14:06:09 2020"
"tylenol","CYP2D6","ENSG00000100197","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and is known to metabolize as many as 25% of commonly prescribed drugs. Its substrates include antidepressants, antipsychotics, analgesics and antitussives, beta adrenergic blocking agents, antiarrythmics and antiemetics. The gene is highly polymorphic in the human population; certain alleles result in the poor metabolizer phenotype, characterized by a decreased ability to metabolize the enzyme's substrates. Some individuals with the poor metabolizer phenotype have no functional protein since they carry 2 null alleles whereas in other individuals the gene is absent. This gene can vary in copy number and individuals with the ultrarapid metabolizer phenotype can have 3 or more active copies of the gene. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2014]","                                            CYP2D6 (Cytochrome P450 Family 2 Subfamily D Member 6) is a Protein Coding gene.                                            Diseases associated with CYP2D6 include Drug Metabolism, Poor, Cyp2d6-Related and Neuroleptic Malignant Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Imipramine/Desipramine Pathway, Pharmacokinetics.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and heme binding.                                            An important paralog of this gene is CYP2D7.","A cytochrome P450 monooxygenase involved in the metabolism of fatty acids, steroids and retinoids (PubMed:18698000, PubMed:19965576, PubMed:20972997, PubMed:21289075, PubMed:21576599). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (NADPH--hemoprotein reductase) (PubMed:18698000, PubMed:19965576, PubMed:20972997, PubMed:21289075, PubMed:21576599). Catalyzes the epoxidation of double bonds of polyunsaturated fatty acids (PUFA) (PubMed:19965576, PubMed:20972997). Metabolizes endocannabinoid arachidonoylethanolamide (anandamide) to 20-hydroxyeicosatetraenoic acid ethanolamide (20-HETE-EA) and 8,9-, 11,12-, and 14,15-epoxyeicosatrienoic acid ethanolamides (EpETrE-EAs), potentially modulating endocannabinoid system signaling (PubMed:18698000, PubMed:21289075). Catalyzes the hydroxylation of carbon-hydrogen bonds. Metabolizes cholesterol toward 25-hydroxycholesterol, a physiological regulator of cellular cholesterol homeostasis (PubMed:21576599). Catalyzes the oxidative transformations of all-trans retinol to all-trans retinal, a precursor for the active form all-trans-retinoic acid (PubMed:10681376). Also involved in the oxidative metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic antidepressants.
                         CP2D6_HUMAN,P10635
                         ","Thu Sep 03 14:06:11 2020"
